0.000000 	0.190000 	-0.000000 	0.000000 	0.000000
0.046100 	0.190000 	0.894029 	0.000000 	0.020607
0.092200 	0.380000 	-1.788059 	0.001681 	-0.017585
0.138200 	0.190000 	1.795841 	-0.000869 	0.007722
0.184300 	0.380000 	-0.047054 	0.001332 	0.025812
0.230400 	0.560000 	0.047054 	0.002169 	0.015825
0.276500 	0.750000 	0.000000 	0.002734 	0.008996
0.322600 	0.940000 	0.894029 	0.002995 	0.024352
0.368700 	1.320000 	-1.788059 	0.004745 	-0.017326
0.414700 	1.320000 	0.850662 	0.002140 	-0.015994
0.460800 	1.500000 	0.047054 	0.002431 	-0.000319
0.506900 	1.690000 	-0.894029 	0.002418 	-0.021947
0.553000 	1.690000 	1.788059 	0.000638 	0.015051
0.599100 	2.070000 	-1.788059 	0.003058 	-0.010856
0.645200 	2.070000 	0.000000 	0.000708 	-0.030306
0.691200 	2.070000 	0.897921 	-0.000381 	0.001080
0.737300 	2.260000 	-1.788059 	0.000620 	-0.029554
0.783400 	2.070000 	1.788059 	-0.002342 	0.000856
0.829500 	2.260000 	-0.047054 	-0.000361 	0.022431
0.875600 	2.440000 	-0.846975 	0.000392 	-0.005725
0.921700 	2.440000 	0.894029 	-0.000719 	0.006625
0.967700 	2.630000 	-0.897921 	0.000476 	-0.005310
1.013800 	2.630000 	0.000000 	-0.000676 	-0.014389
1.059900 	2.630000 	-0.894029 	-0.001172 	-0.029183
1.106000 	2.440000 	0.894029 	-0.003133 	-0.007595
1.152100 	2.440000 	0.000000 	-0.002386 	0.008085
1.198200 	2.440000 	0.000000 	-0.002048 	0.006754
1.244200 	2.440000 	0.000000 	-0.001766 	0.005682
1.290300 	2.440000 	0.000000 	-0.001526 	0.004809
1.336400 	2.440000 	0.000000 	-0.001323 	0.004092
1.382500 	2.440000 	0.000000 	-0.001150 	0.003500
1.428600 	2.440000 	-0.846975 	-0.001002 	-0.016517
1.474700 	2.260000 	-0.047054 	-0.002466 	-0.020879
1.520700 	2.070000 	0.897921 	-0.003203 	0.008670
1.566800 	2.070000 	0.000000 	-0.001874 	0.018410
1.612900 	2.070000 	0.000000 	-0.001181 	0.012889
1.659000 	2.070000 	-1.788059 	-0.000698 	-0.032283
1.705100 	1.690000 	0.047054 	-0.003729 	-0.040068
1.751200 	1.320000 	-0.047054 	-0.005021 	-0.023113
1.797200 	0.940000 	0.000000 	-0.005783 	-0.011604
1.843300 	0.560000 	0.941083 	-0.006072 	0.018441
1.889400 	0.380000 	-0.047054 	-0.004289 	0.025992
1.935500 	0.190000 	0.894029 	-0.003325 	0.039393
1.981600 	0.190000 	-0.894029 	-0.000907 	0.017163
2.027600 	0.000000 	-0.897921 	-0.001226 	-0.019883
2.073700 	-0.380000 	1.788059 	-0.002859 	0.018852
2.119800 	-0.380000 	-2.635034 	-0.000230 	-0.025542
2.165900 	-0.940000 	-0.000000 	-0.003931 	-0.047349
2.212000 	-1.500000 	1.741004 	-0.005527 	0.013102
2.258100 	-1.690000 	-1.788059 	-0.003095 	-0.008330
2.304100 	-2.260000 	1.843100 	-0.005216 	0.017972
2.350200 	-2.440000 	-1.835113 	-0.002509 	-0.005351
2.396300 	-3.010000 	-0.846975 	-0.004596 	-0.043033
2.442400 	-3.760000 	0.894029 	-0.006925 	-0.013348
2.488500 	-4.320000 	-0.047054 	-0.006301 	0.006035
2.534600 	-4.890000 	1.788059 	-0.006003 	0.048857
2.580600 	-5.080000 	-0.850662 	-0.002254 	0.036722
2.626700 	-5.450000 	-0.047054 	-0.001807 	0.013435
2.672800 	-5.830000 	-2.635034 	-0.001342 	-0.051585
2.718900 	-6.770000 	0.894029 	-0.005943 	-0.042343
2.765000 	-7.520000 	-2.635034 	-0.006369 	-0.072539
2.811100 	-8.830000 	2.587979 	-0.011607 	-0.012958
2.857100 	-9.590000 	0.047259 	-0.009082 	0.031923
2.903200 	-10.340000 	0.894029 	-0.007707 	0.047603
2.949300 	-10.900000 	-0.894029 	-0.004904 	0.025392
2.995400 	-11.650000 	-0.894029 	-0.004849 	-0.011876
3.041500 	-12.590000 	-3.576117 	-0.006118 	-0.097175
3.087600 	-14.290000 	3.576117 	-0.013235 	-0.017082
3.133600 	-15.230000 	-1.748582 	-0.009776 	0.000951
