3.179700 	-16.540000 	-0.941083 	-0.011393 	-0.035121
3.225800 	-18.050000 	0.941083 	-0.013397 	-0.003656
3.271900 	-19.360000 	1.741004 	-0.012241 	0.058435
3.318000 	-20.300000 	-2.635034 	-0.008058 	0.005355
3.364100 	-21.800000 	-1.788059 	-0.010497 	-0.063655
3.410100 	-23.680000 	3.544424 	-0.014421 	0.027447
3.456200 	-24.810000 	-0.000000 	-0.009375 	0.069651
3.502300 	-25.940000 	-1.741004 	-0.006705 	0.010234
3.548400 	-27.440000 	-0.941083 	-0.008049 	-0.031342
3.594500 	-29.140000 	4.470147 	-0.009990 	0.077727
3.640600 	-29.890000 	1.788059 	-0.002271 	0.150435
3.686600 	-30.260000 	3.497165 	0.004998 	0.198058
3.732700 	-29.890000 	0.941083 	0.015633 	0.184491
3.778800 	-29.320000 	6.164097 	0.022846 	0.258403
3.824900 	-27.440000 	0.846975 	0.038077 	0.239612
3.871000 	-25.380000 	0.941083 	0.046668 	0.155852
3.917100 	-23.120000 	-4.423092 	0.052205 	-0.025357
3.963100 	-21.800000 	6.190927 	0.045522 	0.037173
4.009200 	-19.170000 	-0.894029 	0.052452 	0.044803
4.055300 	-16.730000 	2.682088 	0.051976 	0.042630
4.101400 	-13.720000 	-1.788059 	0.055234 	-0.018763
4.147500 	-11.090000 	0.894029 	0.051495 	-0.051178
4.193500 	-8.270000 	0.897921 	0.049538 	-0.036874
4.239600 	-5.260000 	-0.047054 	0.048131 	-0.048220
4.285700 	-2.260000 	-2.587979 	0.045348 	-0.124217
4.331800 	0.190000 	-1.788059 	0.037228 	-0.181950
4.377900 	2.260000 	-7.105180 	0.028082 	-0.325591
4.424000 	2.820000 	1.788059 	0.008385 	-0.267994
4.470000 	3.760000 	0.000000 	0.000607 	-0.153225
4.516100 	4.700000 	-0.894029 	-0.004841 	-0.117397
4.562200 	5.450000 	1.788059 	-0.009853 	-0.039899
4.608300 	6.580000 	-2.682088 	-0.009159 	-0.058682
4.654400 	7.140000 	0.894029 	-0.013896 	-0.041898
4.700500 	7.890000 	-3.529063 	-0.014137 	-0.087303
4.746500 	7.890000 	-2.646503 	-0.020664 	-0.148064
4.792600 	7.330000 	-0.894029 	-0.028289 	-0.130852
4.838700 	6.580000 	-1.788059 	-0.033280 	-0.114384
4.884800 	5.450000 	-4.423092 	-0.038530 	-0.171943
4.930900 	3.380000 	0.894029 	-0.048511 	-0.113356
4.977000 	1.500000 	3.576117 	-0.050551 	0.055751
5.023000 	0.380000 	4.395085 	-0.043723 	0.214176
5.069100 	0.190000 	2.635034 	-0.030526 	0.278478
5.115200 	0.560000 	2.682088 	-0.017199 	0.289764
5.161300 	1.500000 	7.105180 	-0.003704 	0.390051
5.207400 	3.950000 	1.741004 	0.017761 	0.372821
5.253500 	6.770000 	13.269278 	0.032459 	0.548677
5.299500 	12.410000 	-3.591682 	0.065246 	0.398455
5.345600 	17.290000 	-2.587979 	0.074177 	0.102424
5.391700 	21.620000 	-2.682088 	0.073484 	-0.080193
5.437800 	25.380000 	-7.105180 	0.066228 	-0.297632
5.483900 	27.630000 	-5.270067 	0.046712 	-0.439790
5.530000 	28.760000 	-6.211151 	0.024518 	-0.515331
5.576000 	28.570000 	-5.293005 	-0.000825 	-0.537393
5.622100 	27.260000 	-3.576117 	-0.025495 	-0.482990
5.668200 	25.190000 	-2.635034 	-0.045887 	-0.389332
5.714300 	22.560000 	-1.788059 	-0.061523 	-0.285409
5.760400 	19.550000 	9.740213 	-0.072240 	0.066724
5.806500 	18.610000 	0.894029 	-0.057988 	0.229356
5.852500 	17.860000 	0.000000 	-0.047691 	0.195564
5.898600 	17.110000 	-4.470147 	-0.039740 	0.053323
5.944700 	15.410000 	2.729142 	-0.041754 	0.070901
5.990800 	14.290000 	-0.047054 	-0.035452 	0.105290
6.036900 	13.160000 	3.529063 	-0.031013 	0.171806
6.082900 	12.780000 	0.897921 	-0.020538 	0.192586
6.129000 	12.590000 	0.894029 	-0.012315 	0.166812
6.175100 	12.590000 	-3.529063 	-0.005186 	0.042851
6.221200 	11.840000 	0.894029 	-0.007306 	0.009069
6.267300 	11.280000 	-0.047054 	-0.005879 	0.020400
6.313400 	10.710000 	1.835113 	-0.005080 	0.058681
6.359400 	10.530000 	0.850662 	-0.000953 	0.081954
6.405500 	10.530000 	0.423488 	0.002879 	0.072121
6.451600 	10.620000 	-0.423488 	0.005826 	0.038636
6.497700 	10.620000 	-0.423488 	0.006623 	0.005407
6.543800 	10.530000 	1.270463 	0.006224 	0.022997
6.589900 	10.710000 	3.576117 	0.008257 	0.107700
6.635900 	11.650000 	-0.850662 	0.015681 	0.085138
6.682000 	12.410000 	-1.835113 	0.017464 	-0.009879
6.728100 	12.780000 	-2.635034 	0.014792 	-0.101070
6.774200 	12.590000 	-3.529063 	0.008092 	-0.186705
6.820300 	11.650000 	0.000000 	-0.002453 	-0.165198
6.866400 	10.710000 	-0.846975 	-0.008261 	-0.121701
6.912400 	9.590000 	1.701323 	-0.013293 	-0.041817
6.958500 	8.830000 	-0.846975 	-0.012686 	-0.016217
7.004600 	7.890000 	-0.846975 	-0.013892 	-0.030954
7.050700 	6.770000 	-1.835113 	-0.015594 	-0.062155
7.096800 	5.260000 	-7.011072 	-0.019418 	-0.211684
7.142900 	2.260000 	2.587979 	-0.033964 	-0.143561
7.188900 	-0.190000 	0.047259 	-0.035593 	-0.034673
7.235000 	-2.630000 	-0.047054 	-0.036016 	0.002577
7.281100 	-5.080000 	1.835113 	-0.035209 	0.068558
7.327200 	-7.140000 	0.846975 	-0.030079 	0.109175
7.373300 	-9.020000 	-0.000000 	-0.024667 	0.099814
7.419400 	-10.900000 	3.529063 	-0.020602 	0.161378
7.465400 	-12.030000 	-0.000000 	-0.010716 	0.158095
7.511500 	-13.160000 	1.788059 	-0.004880 	0.148140
7.557600 	-13.910000 	1.741004 	0.002379 	0.158050
7.603700 	-14.290000 	0.047054 	0.009785 	0.119596
7.649800 	-14.660000 	-0.047054 	0.013870 	0.067845
7.695900 	-15.040000 	2.682088 	0.015932 	0.094225
7.741900 	-14.850000 	1.748582 	0.021769 	0.120408
7.788000 	-14.290000 	0.047054 	0.027436 	0.082446
7.834100 	-13.720000 	1.741004 	0.029828 	0.073346
7.880200 	-12.780000 	0.894029 	0.033646 	0.066642
7.926300 	-11.650000 	-0.047054 	0.036245 	0.027955
7.972400 	-10.530000 	-0.846975 	0.036416 	-0.027863
8.018400 	-9.590000 	3.591682 	0.033763 	0.029519
8.064500 	-7.890000 	-0.047054 	0.037909 	0.036720
8.110600 	-6.200000 	0.000000 	0.038356 	-0.003992
8.156700 	-4.510000 	-1.788059 	0.037399 	-0.070562
8.202800 	-3.200000 	2.682088 	0.032201 	-0.030061
8.248800 	-1.320000 	-0.850662 	0.033293 	-0.028981
8.294900 	0.380000 	3.482009 	0.030653 	0.028588
8.341000 	2.820000 	-0.846975 	0.034716 	0.018564
8.387100 	5.080000 	-4.470147 	0.033737 	-0.125760
8.433200 	6.390000 	-2.635034 	0.023808 	-0.216781
8.479300 	7.140000 	0.000000 	0.012812 	-0.184440
8.525300 	7.890000 	-4.395085 	0.006008 	-0.226145
8.571400 	7.710000 	-2.729142 	-0.006812 	-0.261786
8.617500 	6.950000 	1.835113 	-0.018854 	-0.150143
8.663600 	6.580000 	0.846975 	-0.021829 	-0.039812
8.709700 	6.390000 	0.894029 	-0.021878 	0.020951
8.755800 	6.390000 	1.788059 	-0.019719 	0.080368
8.801800 	6.770000 	2.646503 	-0.014564 	0.146576
8.847900 	7.710000 	0.000000 	-0.006242 	0.133956
8.894000 	8.650000 	-0.000000 	-0.001358 	0.088614
8.940100 	9.590000 	-2.682088 	0.001815 	-0.005142
8.986200 	9.960000 	-2.635034 	-0.001256 	-0.097249
9.032300 	9.770000 	-2.635034 	-0.007480 	-0.152466
9.078300 	9.020000 	-4.442344 	-0.015509 	-0.224371
9.124400 	7.330000 	0.894029 	-0.027860 	-0.162665
9.170500 	5.830000 	1.741004 	-0.032088 	-0.032009
9.216600 	4.700000 	0.894029 	-0.030691 	0.043706
9.262700 	3.760000 	5.317122 	-0.027539 	0.182190
9.308800 	3.950000 	0.846975 	-0.014841 	0.216827
9.354800 	4.320000 	1.843100 	-0.005950 	0.199361
9.400900 	5.080000 	-0.941083 	0.003207 	0.129847
9.447000 	5.640000 	-1.741004 	0.006745 	0.028057
9.493100 	5.830000 	-0.894029 	0.005747 	-0.028459
9.539200 	5.830000 	-2.682088 	0.003665 	-0.094410
9.585300 	5.260000 	0.941083 	-0.002612 	-0.072256
9.631300 	4.890000 	0.850662 	-0.004120 	-0.012865
9.677400 	4.700000 	-1.741004 	-0.003585 	-0.035186
9.723500 	4.140000 	2.635034 	-0.006607 	0.020340
9.769600 	4.140000 	0.000000 	-0.002945 	0.048862
9.815700 	4.140000 	0.000000 	-0.001149 	0.032790
9.861800 	4.140000 	2.635034 	0.000038 	0.082164
9.926300 	4.700000 	0.456703 	0.009108 	0.085272
9.953900 	5.450000 	-9.845621 	0.011242 	-0.071244
